indice,pergunta,referencia,predicao,bert_precision,bert_recall,bert_f1,bleu,rouge1,rouge2,rougeL
14,,"Only a few medications can trigger asthma. Check with your doctor or pharmacist before starting any new medicine. And if your asthma symptoms are worse after starting a new medication, you should see your doctor immediately.

The most common medicines that can trigger asthma are:

    aspirin (acetylsalicylic acid) and certain other NSAID (non-steroidal anti-inflammatory) drugs, which are used as pain relievers, and to treat arthritis and inflammatory conditions
    beta-blockers, which are used to treat high blood pressure, heart conditions, migraine or anxiety

Not all patients with asthma react to aspirin or NSAIDs, so some people with asthma can use these drugs. However, beta-blockers are likely to cause asthma symptoms in all patients with asthma and should always be avoided.","Yes, medications can trigger asthma.",0.81978,0.635861,0.716202,0.0,0.0625,0.047619,0.0625
15,,"Yes, sudden weather changes (e.g. cold winds, humidity and storms) can trigger asthma in some people. Some of these sudden changes can cause the release of allergens, such as pollen, that can make asthma worse in people whose asthma is allergy-related. Cold air can also have a direct irritant effect on inflamed airways.","Yes, weather changes can trigger asthma.",0.879725,0.694588,0.77627,0.0,0.196721,0.135593,0.196721
16,,"Yes, viral respiratory infections, such as colds or flu, can trigger asthma symptoms, particularly in children. Try to avoid contact with people if you know they have a respiratory infection.","Yes, infections can trigger asthma.",0.90347,0.745304,0.8168,0.0,0.285714,0.121212,0.285714
17,,"Yes. Once you are sensitised or allergic, both indoor and outdoor allergens can cause asthma symptoms and attacks, as well as other allergic symptoms such as sneezing or a runny nose. It is therefore important to consider whether your asthma is caused or worsened by allergens.

Exposure to even small amounts of airborne allergens can cause asthma symptoms. Repeated exposure may not only provoke symptoms, but may also be a cause of long-term (chronic) inflammation in the airways.

Proper advice about which allergens and environments you should avoid can only be given after talking to your doctor and often after you have been tested for allergies.","Yes, an allergic reaction can trigger asthma.",0.774545,0.61989,0.688641,0.0,0.070175,0.0,0.070175
18,,"No, asthma is not a psychological condition, it is a long-term (chronic) inflammatory disease that leads to extra-sensitive and easily irritated airways, especially when it is not properly treated.

Although asthma is not a psychological condition, emotional stress can trigger the symptoms. For example, financial problems, not enjoying your work or worrying about your family can all help to trigger symptoms if you already have asthma.","Yes, asthma is a psychological (psychosomatic) disease.",0.814234,0.663314,0.731066,0.0,0.133333,0.082192,0.133333
19,,"People with allergic asthma can often easily identify the most common trigger factor(s) for their asthma (e.g. pets or pollen). But many people with untreated or under-treated asthma have an underlying airway inflammation that they are hardly aware of. These people will react easily to many irritants, allergens and infections, and it can be difficult to identify the most important one.

If your asthma is provoked by more than one trigger at the same time, the reaction can be stronger than if you are only exposed to one trigger. For example, an airway infection may cause you to react to stimuli that you normally would not react to. This is why triggers such as physical exercise, strong smells, plants, chemicals, smoke, weather changes, anxiety, stress and some medications can sometimes cause an asthma attack and sometimes cause no symptoms.
Why does my asthma get worse when I am upset or worried about something?

Not all people with asthma feel worse when they are upset or worried. Those who do may be easily stressed, or may cry or breathe too fast (hyperventilate) easily.

Another reason that your asthma gets worse could be that you are not being treated properly for the inflammation you have in your airways.
A person with allergic asthma can be exposed to a certain amount of the allergen without reacting. In most cases, the concentration of allergens (except pollen) will be higher indoors than outdoors. You may also be exposed to higher levels of other allergens indoors, making the level of total allergens higher than what you can tolerate.","The next question is about asthma, and it's a common and often frustrating issue.",0.662522,0.534823,0.591863,0.0,0.078571,0.007194,0.035714
20,,"Yes, you could if you had asthma symptoms from real Christmas trees in the past (though this is not a common allergy)! This phenomenon is called a conditioned reflex the same thing that causes your mouth to water when you see a picture of delicious food.","Yes, you can definitely get asthma symptoms from a plastic Christmas tree!",0.832561,0.701359,0.761348,0.0,0.241379,0.107143,0.206897
21,,"Asthma symptoms typically come and go. You have trouble breathing, your chest feels tight and you can hear wheezing when you breathe or cough. These symptoms often occur during exercise or during the night.

An asthma attack is when your symptoms rapidly become more severe, usually rather suddenly. During an asthma attack, you have more trouble breathing.

You may get used to the asthma symptoms and not realise that your airflow is impaired and could be improved by treatment.

When your asthma is under good control, the airways are clear and air flows easily in and out.","Asthma feels like a combination of symptoms, which can include:

*   **Shortness of breath**
*   **Chest tightness**
*   **Puccyness**
*   **Sneezing**
*   **Cough**
*   **Wheezing**
*   **Shortness of breath**",0.608845,0.640839,0.624433,0.0,0.117647,0.0,0.067227
22,,"When asthma is not under control, the airways become inflamed. Inflammation of the airways causes asthma symptoms (wheezing, breathlessness, chest tightness and coughing) by restricting or limiting the airflow to and from the lungs.

    The airways become red and swollen, which makes them narrower. This can often take several hours or days to develop and may take just as long to reverse after the asthma attack has passed.
    Tightening of the muscles that surround the airways (also called bronchoconstriction) makes them even narrower. This tightening can happen very quickly, depending on the type of trigger and underlying inflammation.
    The airways make more mucus, which can plug up or partly block the airways.

Attacks can range from mild to severe.","The next question is about asthma, What happens during an asthma attack?",0.693667,0.55009,0.613591,0.0,0.076336,0.015504,0.061069
23,,"Some causes and triggers are common to all people with asthma, and some are more individual, especially allergens. There are very big differences between people in how readily and how severely they react to different triggers. The severity of the symptoms can differ in the same person at different times, and the effects of treatment can also vary.

Your asthma does not stay the same, but changes over time, and every person with asthma has good days and bad days (or longer periods). However, if asthma is properly treated, there can also be long periods without symptoms or attacks.

A number of different triggers can cause asthma symptoms or start an asthma attack:

    infections, usually those caused by a virus (e.g. colds or flu)
    allergens, most commonly from house dust mites, pets or pollen
    exercise, especially in cold weather
    emotions, such as excitement, fear or anger
    irritants, such as air pollution
    smoking people with asthma and the parents of asthmatic children should avoid smoking
    changes in the weather (e.g. a cold spell)
    food additives, such as tartrazine (an artificial food colouring), or food allergens, such as peanuts (sensitized or allergic individuals can have a very severe allergic reaction).
    certain medications some people may be allergic to some drugs (e.g. aspirin).","The next question is about asthma, and it's a common and serious condition.",0.68701,0.561544,0.617973,0.0,0.061674,0.008889,0.044053
24,,"Symptoms that are rapidly becoming more severe and do not get better even after you take your airway opener (bronchodilator) medication
    Symptoms that do not improve at all, or rapidly return after you have taken your airway opener medication
    Difficulty talking because you are short of breath
    A peak flow reading below 50% of your normal value, which is not improved by the airway opener medication
    A peak flow reading that according to your Asthma Management Plan puts you at risk of an asthma attack","The next question is about asthma, What are the signs of a severe and dangerous asthma attack?",0.697531,0.577974,0.632149,0.0,0.196078,0.04,0.098039
25,,"Unfortunately, deaths still occur in acute, severe asthma. But this is unusual and can be prevented.

Most asthma deaths occur in people who have not received enough treatment, perhaps because they did not realize or did not want to admit how serious their asthma was, or because they had not received adequate guidance from their doctors and nurses.

The correct use of controlling and preventive medication is the key to preventing these tragedies. People with asthma sometimes forget or choose not to take their anti-inflammatory medication, especially during periods when they are feeling well. When they start to get symptoms of asthma, they increase the dose of airway opener (bronchodilator). However, this will not treat the underlying inflammation, which may lead to severe life-threatening attacks. If you have stopped taking your anti-inflammatory medication, you should re-start it at the first sign of symptoms of asthma, in addition to using an airway opener.

If you are using regular inhaled corticosteroid treatment, you should not stop using this at any time unless you have discussed this with your doctor first.","Yes, a person can die from asthma.",0.732035,0.579469,0.646878,0.0,0.031746,0.0,0.031746
26,,"You lose your breath during an asthma attack because the airways become narrow, which restricts or limits the airflow to and from the lungs. The airways become restricted because:

    The lining of the airways becomes inflamed
    The production of mucus (phlegm) increases and may block the airways
    The muscles in the walls of the airways tighten

During an asthma attack, all of these things happen in different degrees.

You can also lose your breath for other reasons than asthma, for example during physical exercise, especially if you are not in good shape. If you lose your breath without typical asthma symptoms, and if your asthma medication has no effect, you should see your doctor.",The next question is about asthma.,0.714235,0.547843,0.62007,0.0,0.033333,0.0,0.033333
27,,"During an asthma attack, you will find it harder to breathe because your airways have become narrower. Your chest feels tight, and you can hear wheezing when you breathe or cough. You may feel as if you are trying to breathe through a straw in your mouth while holding your nose.

If the PEF value drops to half of the usual level, its time to seek emergency help.",The next question is about asthma.,0.704818,0.546897,0.615895,0.0,0.054054,0.0,0.027027
28,,"If you take peak flow readings regularly or know the reading you get when your asthma is well controlled then, as a general rule, if the reading falls to less than two-thirds of the usual level, it is time to be cautious and to increase the amount of medication. A reading that is less than half the usual level often indicates the need for immediate help, but this varies from person to person.

It is best if you and your doctor together set a personal peak flow reading that indicates when it is time for you to increase the dose of medication or seek acute help. This should be combined with a written treatment plan for your medications.

It is important to realize that your treatment should not be entirely determined by your peak flow readings. Whenever the usual treatment does not have the effect you wish on the control of your asthma you should discuss this with your doctor, regardless of the peak flow reading.
Can asthma medication help prevent asthma symptoms?

Yes. Asthma medications include very effective airway openers. Even more importantly, they include very effective controllers (inhaled steroids), which can prevent most asthma attacks when used regularly.","Yes, the peak flow meter can tell you if you need to see a doctor for asthma.",0.722669,0.599021,0.655061,0.0,0.12844,0.027778,0.082569
29,,"No, there is not yet a total cure for asthma.

The causes of asthma are not fully understood. Sometimes children with asthma can grow out of their symptoms, or many years of regular treatment with anti-inflammatory asthma medication may make the disease disappear. However, asthma may recur again later in life in both these groups of patients.

Asthma does not stay the same, but changes over time, and every person with asthma has good days and bad days. It is tempting to think that your asthma has been cured if you have not had symptoms for a long time, but you will usually still have a tendency to asthma if you are exposed to the appropriate triggers in the future.

Allergy treatment using hyposensitisation (often called allergy vaccination) can very occasionally achieve a near-cure of asthma in someone with specific reactions to known allergens, but is unhelpful for most people.","Yes, your asthma can be cured.",0.795242,0.612388,0.691939,0.0,0.050633,0.025641,0.037975
30,,"Whether you can outgrow your asthma depends on how old you were when it started and how severe it was at the time. Around half the children with mild asthma will have no symptoms by the time they reach their mid-teens. Asthma does, however, often recur in adulthood. Children with more severe asthma are less likely to be free of symptoms when they get older.

Asthma that develops in adulthood can be associated with long-term exposure to specific triggers, such as chemicals or pollution, and can sometimes be greatly improved if the triggers are avoided.

Most asthma can be well controlled with appropriate medication, but as an adult you are unlikely to outgrow it completely.","Yes, you can outgrow your asthma.",0.782908,0.596221,0.676929,0.0,0.081301,0.066116,0.081301
31,,"Asthma is a long-term (chronic) disease, and the tendency to develop asthma symptoms is probably life-long. In some children, symptoms only appear intermittently. Also, some children with mild asthma will have no symptoms by the time they reach their mid-teens.","Yes, asthma is a life-long disease.",0.831289,0.689484,0.753776,0.0,0.24,0.125,0.2
32,,"Firstly, try to discover what triggers your asthma. Common triggers include tobacco smoke, cold air and exercise.

    You should be strict about no smoking inside your home and other places where you spend time. Exposure to tobacco smoke makes asthma worse in most people.
    Cold air triggers symptoms more easily when you are not getting enough treatment for your asthma, and increasing your dose of anti-inflammatory medication will often help.
    Exercise is important and should normally not be discouraged, because asthma symptoms during or following exercise can usually be prevented by good medication.
    Pressure on the chest can be caused by situations like sleeping on your back as this builds the pressure, making you uncomfortable and asthmatic. You can prevent this by simply getting a memory foam mattress.

Some allergens can be avoided. For example, if you are allergic to horses or cats you should keep away from them. Other allergens and environmental triggers, such as house dust mite, pollen and air pollution, are more difficult to avoid completely.

Remember there is a difference between triggers that cause inflammation (inducers) and those that only cause temporary symptoms. Full advice about which allergens and environments you should avoid can only be given after talking to your doctor and often after you have been tested for allergies.",The next question is about asthma.,0.711662,0.525703,0.604709,0.0,0.036036,0.0,0.027027
33,,"It is important that your home is easy to ventilate and keep clean, particularly the floors. Wood, tile or linoleum flooring is better than fitted textile carpeting, which tends to collect a lot of dust, dust mites and allergens.

In general, do not keep furry animals or birds, even if you are not specifically allergic to them, as they will lead to an increase in the amount of house dust.

Try to avoid strong perfumes, aftershave, deodorants and fragrant flowers inside the house, as these are all possible triggers of asthma.

Do not allow anyone to smoke indoors (and avoid other smoky environments such as bars).","The next question is about asthma, and it's important to understand that asthma is a chronic condition that can significantly impact a person's quality of life. 

Here are some things you can do to improve your home environment in general:

*   **Maintain a healthy lifestyle:** This includes regular exercise, a balanced diet, getting enough sleep, and managing stress.
*   **Ventilation:** Make sure your home is well-ventilated, especially in the winter months.
*   **Reduce allergens:** Avoid exposure to dust, pollen, pet dander, and other allergens.
*   **Keep windows clean and tidy:** This helps to reduce dust and airborne particles.
*   **Use allergen-proof products:** Choose products that are specifically designed to protect you from allergens.
*   **Properly dispose of waste:** Properly dispose of any waste that is contaminated with allergens.
*   **Consider a home air purifier:** A home air purifier can help remove allergens and improve air quality.
*   **Be aware of your surroundings:** Pay attention to your surroundings and be mindful of potential allergens.
*   **Seek professional help:** If you are experiencing persistent asthma symptoms, or if you are concerned about your asthma management, it's important to consult a doctor or asthma specialist.

It's important to remember that asthma is a chronic condition, and managing it effectively is a lifelong process. By taking proactive steps to improve your home environment, you can significantly reduce your risk of developing asthma.",0.645547,0.697652,0.670588,0.0,0.259819,0.036474,0.145015
34,,"If you have allergic asthma, it is especially important to avoid or at least reduce your exposure to the relevant allergens. If you are allergic to pets, such as cats and dogs, you should not keep them indoors. You should also reduce your contact with other peoples pets, especially indoors.

Use a vacuum cleaner with a HEPA (high efficiency particulate air) filter and double bags. You may also feel better if you avoid having dust-collecting textiles and furniture.",The next question is about asthma.,0.689122,0.544041,0.608047,0.0,0.070588,0.0,0.023529
35,,It is not scientifically proven that a central vacuum cleaner is more effective than a modern vacuum cleaner with a HEPA (high efficiency particulate air) filter and double bags.,"Yes, you should definitely get a central vacuum cleaner.",0.745663,0.70795,0.726317,0.03677,0.210526,0.166667,0.210526
36,,"House dust mites and their allergens are difficult to avoid. Try to keep your house, and especially the living area and the bedrooms, dry and well ventilated. Avoid textile floor coverings.

If possible, let someone else do the cleaning. Mop the floors instead of vacuuming them.

It can be a good idea to encase pillows, quilts and mattresses in airtight covers that do not allow dust mites or their allergens to pass through. Alternatively, wash your pillow, blanket and bedding regularly at 60C. Previously, it was recommended that you put your pillow in the freezer regularly to reduce the number of dust mites, but this is unnecessary if you get a cover for your pillow and mattress that does not let the dust mites through. Ask your doctor for advice.

Use a vacuum cleaner with a HEPA (high efficiency particulate air) filter and double bags. You may also feel better if you avoid having dust-collecting textiles and furniture.","Okay, that's a great question! Asthma is a common respiratory condition, and it's important to be aware of the potential triggers and how to manage your symptoms. Here are some things you can do to help manage your asthma:

*   **Stay Indoors:** This is the most important thing. Close your windows and doors to minimize allergens and dust particles.
*   **Wash Your Hands Frequently:** Wash your hands with soap and water for at least 20 seconds before, during, and after handling potentially allergenic materials.
*   **Avoid Ditching Dust:** If you have dust mite allergies, avoid drying your clothes, hair, and bedding.
*   **Use Air Purifiers:** Air purifiers can help reduce airborne dust and allergens, especially in enclosed spaces.
*   **Wear a Mask:** If you have asthma symptoms, wearing a dust mask can help reduce the risk of airborne particles.
*   **Manage Your Environment:** If you have asthma symptoms, try to keep your home and workplace as clean and dry as possible.

If you experience any worsening symptoms, such as wheezing, shortness of breath, chest tightness, or difficulty breathing, seek medical attention immediately.

I hope this information helps you manage your asthma!",0.658178,0.685146,0.671391,0.0,0.387283,0.052326,0.150289
37,,"It is not clear whether using an air purifier in the home is effective. If you have no other way of reducing your exposure to allergens or irritants, it may be worth trying. However, you must use it correctly, which includes keeping doors and windows closed in the room where you are using it.","Yes, you can reduce your asthma if you get an air purifier.",0.79097,0.676681,0.729376,0.0,0.212121,0.09375,0.090909
38,,"Acupuncture releases the bodys own cortisone, among other things, and this can help in some cases.

One or two studies have shown a short temporary effect of acupuncture on asthma, but there are no long-term studies showing any lasting effects.","Yes, acupuncture can help your asthma.",0.799312,0.642737,0.712524,0.0,0.170213,0.044444,0.170213
39,,"Controllers are medicines that prevent asthma attacks from starting. There are two types of controller medicines anti-inflammatory medicines and airway openers.

Anti-inflammatory medicines work by reducing the inflammation in the airways that occurs in asthma. The most effective and most commonly used anti-inflammatory medicines are inhaled glucocorticosteroids, such as budesonide, beclomethasone and fluticasone. These medicines help to prevent periods of greater severity of asthma if you take them regularly as instructed by your doctor (usually once or twice every day), and they may relieve you of your symptoms completely for most of the time. If your doctor gives you an inhaled glucocorticosteroid you must take it regularly, even if you are not wheezing.

If the inflammation is not controlled, the airways become red, swollen, narrower and extra-sensitive. Some degree of inflammation is usually present in your lungs, even when you are unaware of symptoms, and worsening of the inflammation may lead you to feel an attack coming on.

Airway openers, which are also known as bronchodilators, are medicines that help to prevent attacks progressing by quickly opening up the narrowed airways. They do this by relaxing the muscles surrounding the airways. Most airway openers only have a short-term effect and should not be used regularly as controllers. Long-acting airway openers, including formoterol and salmeterol, are effective as controllers when they are used regularly with an inhaled glucocorticosteroid. However, they should not be used regularly on their own as they do not treat the underlying inflammation and their effect on the symptoms of asthma could even hide the fact that it is getting worse.",The next question is about controllers.,0.672766,0.509043,0.579564,0.0,0.021818,0.0,0.021818
40,,"Relievers or airway openers are medicines that provide rapid relief from an asthma attack by quickly opening up the narrowed airways (dilating the bronchi). They do this by relaxing the muscles surrounding the airways, and are known to doctors and other asthma professionals as bronchodilators.

There are two types of airway openers short-acting bronchodilators and long-acting bronchodilators. The most widely used short- and quick-acting airway openers are salbutamol (also known as albuterol) and terbutaline. Salmeterol is a long-acting airway opener that has a slower action, so it is used for longer-term control, but not for the quick relief of symptoms. Formoterol is a long-acting airway opener that is also quick-acting, so it can be used both for the immediate relief of symptoms and for longer-term control.",The next question is about **relievers**.,0.655849,0.544619,0.595081,0.0,0.042857,0.0,0.028571
41,,"Combination medications contain a reliever and a controller in the same inhaler. So this type of inhaler opens up the airways (preventing the feeling of chest tightening and the worsening of an attack) and also reduces the underlying inflammation that causes asthma. As a result, combination inhalers provide better control of asthma symptoms and reduce the number of inhalers you have to use.

With conventional combination inhalers, you take the same amount of medication all the time. But because every person with asthma has good days and bad days, this means that sometimes you will take a bit more of the medication than you really need, and at other times you will not be getting enough and you may have to use doses from a second inhaler containing an airway opener (bronchodilator).

Recently, a combination inhaler has become available that lets you safely adjust the dosage of your combined medication to match the changes in your asthma. This makes it possible for you to take the right level of medication at the right time and means that you use less medication overall.",The next question is about combination medications.,0.71693,0.544095,0.618668,0.0,0.031746,0.010695,0.021164
42,,"Asthma is caused by inflammation of the airways, which makes them become red, swollen, narrower and extra-sensitive to irritants. Anti-inflammatory medicines (controllers) relieve this inflammation, so that the swelling goes down and further swelling is prevented, the narrowing due to muscle tightening is reduced, and the airways become less sensitive to asthma triggers.

Anti-inflammatory medications are very effective and can control asthma in most people. The most effective anti-inflammatory medicines are the inhaled glucocorticosteroids, such as budesonide, beclomethasone and fluticasone.",The next question is about the effects of anti-inflammatory medications.,0.769904,0.623869,0.689236,0.0,0.147368,0.043011,0.126316
43,,Airway openers work by opening up the narrowed airways. They do this by relaxing the muscles surrounding the airways. This makes it easier to get air in and out of the lungs. Most airway openers work quickly and can be used to treat an asthma attack. They are sometimes called relievers or rescue bronchodilators.,"The next question is about asthma, and the effects of airway opener medications are:

*   **Reduced inflammation:** Opening the airways can help to reduce inflammation in the lungs, which can help to alleviate symptoms like wheezing, coughing, and shortness of breath.
*   **Improved airflow:** Opening the airways can improve the amount of air that can be exchanged between the lungs and the airways, which can help to reduce the severity of asthma symptoms.
*   **Reduced mucus production:** Opening the airways can reduce the amount of mucus that is produced in the airways, which can help to reduce the severity of asthma symptoms.",0.682878,0.717831,0.699918,0.0,0.261438,0.039735,0.183007
44,,"Glucocorticosteroids, which are also known as corticosteroids, are anti-inflammatory medicines. They are used to relieve and prevent inflammation of the airways, which is the cause of asthma. In asthma, glucocorticosteroids are usually inhaled and referred to as inhaled corticosteroids or inhaled steroids. The most effective and commonly used are budesonide, beclomethasone and fluticasone.",The next question is about glucocorticosteroids.,0.756043,0.629907,0.687235,0.0,0.1,0.0,0.1
